dependency_id,app_id,library_name,version,risk_status,risk_type,severity,cve_ids,is_false_positive_trap,explanation
DEP-0264,APP-006,com.fasterxml.jackson.core:jackson-core,2.8.10,AT_RISK,vulnerable_dependency,HIGH,CVE-2020-1025;CVE-2020-1067;CVE-2020-1163,False,"com.fasterxml.jackson.core:jackson-core@2.8.10 is affected by 3 known vulnerability(ies); the worst is CVE-2020-1025 (CVSS 8.1, HIGH). A patch is available."
DEP-0265,APP-006,boto3,3.4.8,AT_RISK,license_conflict,MEDIUM,,False,"MPL-2.0 carries file-level copyleft: because we modified its files, those files must be released under the same license."
DEP-0266,APP-006,marked,3.18.3,AT_RISK,transitive_vulnerability,HIGH,CVE-2020-1030;CVE-2020-1116;CVE-2021-1095;CVE-2023-1094;CVE-2025-1043,False,"marked@3.18.3 is affected by 5 known vulnerability(ies); the worst is CVE-2025-1043 (CVSS 7.7, HIGH). It is reached TRANSITIVELY via , so it is invisible to any review of direct dependencies. A patch is available."
DEP-0267,APP-006,org.postgresql:postgresql,1.4.8,AT_RISK,unmaintained,LOW,,False,"org.postgresql:postgresql has had no release in 1223 days (~3 years) and has 7 maintainer(s). There is no known CVE today, but there is no process to fix one tomorrow. This is bus-factor risk."
DEP-0268,APP-006,pip,3.18.10,AT_RISK,unmaintained,LOW,,False,"pip has had no release in 979 days (~2 years) and has 16 maintainer(s). There is no known CVE today, but there is no process to fix one tomorrow. This is bus-factor risk."
DEP-0269,APP-006,python-jose,1.0.10,AT_RISK,unmaintained,LOW,,False,"python-jose has had no release in 1754 days (~4 years) and has 22 maintainer(s). There is no known CVE today, but there is no process to fix one tomorrow. This is bus-factor risk."
DEP-0270,APP-006,pandas,0.4.0,AT_RISK,unmaintained,LOW,,False,"pandas has had no release in 1294 days (~3 years) and has 22 maintainer(s). There is no known CVE today, but there is no process to fix one tomorrow. This is bus-factor risk."
DEP-0271,APP-006,httpx,0.10.0,AT_RISK,unmaintained,LOW,,False,"httpx has had no release in 1304 days (~3 years) and has 20 maintainer(s). There is no known CVE today, but there is no process to fix one tomorrow. This is bus-factor risk."
DEP-0272,APP-006,six,2.0.7,AT_RISK,unmaintained,MEDIUM,,False,"six has had no release in 2176 days (~5 years) and has 1 maintainer(s). There is no known CVE today, but there is no process to fix one tomorrow. This is bus-factor risk."
DEP-0273,APP-006,aiohttp,1.18.1,AT_RISK,unmaintained,LOW,,False,"aiohttp has had no release in 891 days (~2 years) and has 12 maintainer(s). There is no known CVE today, but there is no process to fix one tomorrow. This is bus-factor risk."
DEP-0274,APP-006,cryptography,4.0.0,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0275,APP-006,pydantic,3.6.4,AT_RISK,transitive_vulnerability,HIGH,CVE-2019-1008;CVE-2019-1017;CVE-2023-1128;CVE-2023-1189;CVE-2025-1004,False,"pydantic@3.6.4 is affected by 5 known vulnerability(ies); the worst is CVE-2023-1128 (CVSS 7.4, HIGH). It is reached TRANSITIVELY via cryptography, so it is invisible to any review of direct dependencies. NO upstream patch exists — this library must be REPLACED, not upgraded."
DEP-0276,APP-006,tornado,0.12.8,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0277,APP-006,urllib3,0.0.0,AT_RISK,transitive_vulnerability,MEDIUM,CVE-2021-33503,False,"urllib3@0.0.0 is affected by 1 known vulnerability(ies); the worst is CVE-2021-33503 (CVSS 5.3, MEDIUM). It is reached TRANSITIVELY via tornado, so it is invisible to any review of direct dependencies. A patch is available."
DEP-0278,APP-006,certifi,2.10.0,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0279,APP-006,django,5.1.8,AT_RISK,transitive_vulnerability,HIGH,CVE-2021-1097;CVE-2023-1098;CVE-2024-1171;CVE-2025-1149,False,"django@5.1.8 is affected by 4 known vulnerability(ies); the worst is CVE-2021-1097 (CVSS 8.7, HIGH). It is reached TRANSITIVELY via certifi, so it is invisible to any review of direct dependencies. A patch is available."
DEP-0280,APP-006,paramiko,4.5.1,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0281,APP-006,scikit-learn,1.3.2,AT_RISK,transitive_vulnerability,MEDIUM,CVE-2023-1117,False,"scikit-learn@1.3.2 is affected by 1 known vulnerability(ies); the worst is CVE-2023-1117 (CVSS 6.8, MEDIUM). It is reached TRANSITIVELY via paramiko, so it is invisible to any review of direct dependencies. A patch is available."
DEP-0282,APP-006,lxml,3.5.2,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0283,APP-006,redis,2.15.3,AT_RISK,transitive_vulnerability,MEDIUM,CVE-2025-1120,False,"redis@2.15.3 is affected by 1 known vulnerability(ies); the worst is CVE-2025-1120 (CVSS 6.9, MEDIUM). It is reached TRANSITIVELY via lxml, so it is invisible to any review of direct dependencies. A patch is available."
DEP-0284,APP-006,click,3.14.4,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0285,APP-006,semver-regex,1.5.10,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0286,APP-006,org.apache.logging.log4j:log4j-api,5.4.2,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0287,APP-006,org.slf4j:slf4j-api,0.1.4,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0288,APP-006,nth-check,2.18.0,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0289,APP-006,react-dom,4.7.1,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0290,APP-006,org.springframework.boot:spring-boot-starter-logging,3.8.12,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0291,APP-006,org.springframework:spring-web,3.10.1,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0292,APP-006,org.bouncycastle:bcprov-jdk15on,5.15.12,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0293,APP-006,js-yaml,4.4.12,CLEAN,none,NONE,,False,LGPL-2.1 dynamically linked and unmodified — fully compliant.
DEP-0294,APP-006,decode-uri-component,1.11.0,CLEAN,none,NONE,,False,LGPL-2.1 dynamically linked and unmodified — fully compliant.
DEP-0295,APP-006,glob-parent,0.11.9,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0296,APP-006,lxml,2.0.1,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0297,APP-006,tornado,3.2.3,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0298,APP-006,org.bouncycastle:bcprov-jdk15on,2.14.0,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0299,APP-006,decode-uri-component,3.11.4,CLEAN,none,NONE,,False,LGPL-2.1 dynamically linked and unmodified — fully compliant.
DEP-0300,APP-006,js-yaml,1.19.11,CLEAN,none,NONE,,False,LGPL-2.1 dynamically linked and unmodified — fully compliant.
DEP-0301,APP-007,org.springframework.boot:spring-boot-starter-web,2.5.4,AT_RISK,vulnerable_dependency,HIGH,CVE-2020-1012;CVE-2023-1088;CVE-2023-1100;CVE-2024-1129;CVE-2024-1177,False,"org.springframework.boot:spring-boot-starter-web@2.5.4 is affected by 5 known vulnerability(ies); the worst is CVE-2020-1012 (CVSS 8.0, HIGH). A patch is available."
DEP-0302,APP-007,org.springframework.boot:spring-boot-starter-logging,2.5.4,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0303,APP-007,org.apache.logging.log4j:log4j-core,2.14.1,AT_RISK,transitive_vulnerability,CRITICAL,CVE-2021-44228;CVE-2025-1142,False,"org.apache.logging.log4j:log4j-core@2.14.1 is affected by 2 known vulnerability(ies); the worst is CVE-2021-44228 (CVSS 10.0, CRITICAL). It is reached TRANSITIVELY via org.springframework.boot:spring-boot-starter-logging, so it is invisible to any review of direct dependencies. A patch is available."
DEP-0304,APP-007,org.apache.logging.log4j:log4j-api,2.14.1,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0305,APP-007,com.google.guava:guava,2.1.3,AT_RISK,vulnerable_dependency,HIGH,CVE-2024-1001;CVE-2025-1029,False,"com.google.guava:guava@2.1.3 is affected by 2 known vulnerability(ies); the worst is CVE-2024-1001 (CVSS 8.1, HIGH). A patch is available."
DEP-0306,APP-007,org.thymeleaf:thymeleaf,4.5.8,AT_RISK,vulnerable_dependency,HIGH,CVE-2019-1055;CVE-2024-1046,False,"org.thymeleaf:thymeleaf@4.5.8 is affected by 2 known vulnerability(ies); the worst is CVE-2019-1055 (CVSS 7.7, HIGH). A patch is available."
DEP-0307,APP-007,com.zaxxer:HikariCP,0.7.8,AT_RISK,vulnerable_dependency,MEDIUM,CVE-2022-1180,False,"com.zaxxer:HikariCP@0.7.8 is affected by 1 known vulnerability(ies); the worst is CVE-2022-1180 (CVSS 6.8, MEDIUM). A patch is available."
DEP-0308,APP-007,com.fasterxml.jackson.core:jackson-databind,2.6.3,AT_RISK,vulnerable_dependency,HIGH,CVE-2019-12384,False,"com.fasterxml.jackson.core:jackson-databind@2.6.3 is affected by 1 known vulnerability(ies); the worst is CVE-2019-12384 (CVSS 8.9, HIGH). A patch is available."
DEP-0309,APP-007,com.fasterxml.jackson.core:jackson-core,2.5.8,AT_RISK,unmaintained,LOW,,True,"com.fasterxml.jackson.core:jackson-core has had no release in 1161 days (~3 years) and has 11 maintainer(s). There is no known CVE today, but there is no process to fix one tomorrow. This is bus-factor risk."
DEP-0310,APP-007,io.netty:netty-common,2.3.9,AT_RISK,vulnerable_dependency,HIGH,CVE-2019-1087;CVE-2019-1147;CVE-2020-1131;CVE-2025-1156,False,"io.netty:netty-common@2.3.9 is affected by 4 known vulnerability(ies); the worst is CVE-2019-1147 (CVSS 7.9, HIGH). A patch is available."
DEP-0311,APP-007,org.hibernate:hibernate-core,2.6.5,CLEAN,none,NONE,,True,"org.hibernate:hibernate-core@2.6.5 falls inside the published affected range for CVE-2019-1013,CVE-2024-1145,CVE-2025-1119, BUT this build carries a backported fix. A naive version-matching scanner raises a FALSE POSITIVE here; it is not vulnerable."
DEP-0312,APP-007,org.apache.commons:commons-text,1.7.8,AT_RISK,vulnerable_dependency,CRITICAL,CVE-2022-42889,False,"org.apache.commons:commons-text@1.7.8 is affected by 1 known vulnerability(ies); the worst is CVE-2022-42889 (CVSS 9.8, CRITICAL). A patch is available."
DEP-0313,APP-007,org.dom4j:dom4j,0.3.5,AT_RISK,unmaintained,MEDIUM,,True,"org.dom4j:dom4j has had no release in 1874 days (~5 years) and has 1 maintainer(s). There is no known CVE today, but there is no process to fix one tomorrow. This is bus-factor risk."
DEP-0314,APP-007,xerces:xercesImpl,1.6.2,AT_RISK,vulnerable_dependency,HIGH,CVE-2019-1086;CVE-2024-1150;CVE-2025-1099,False,"xerces:xercesImpl@1.6.2 is affected by 3 known vulnerability(ies); the worst is CVE-2025-1099 (CVSS 7.4, HIGH). A patch is available."
DEP-0315,APP-007,qs,6.19.6,AT_RISK,license_conflict,MEDIUM,,False,"MPL-2.0 carries file-level copyleft: because we modified its files, those files must be released under the same license."
DEP-0316,APP-007,async,6.17.2,AT_RISK,license_conflict,MEDIUM,,False,"EPL-2.0 carries file-level copyleft: because we modified its files, those files must be released under the same license."
DEP-0317,APP-007,body-parser,3.13.4,AT_RISK,license_conflict,MEDIUM,,False,"LGPL-2.1 permits dynamic linking from proprietary code, but this dependency is statically linked — which triggers the copyleft obligation."
DEP-0318,APP-007,io.jsonwebtoken:jjwt,6.24.3,AT_RISK,license_conflict,CRITICAL,,False,AGPL-3.0 is network copyleft: merely SERVING this proprietary application to users triggers the obligation to publish the complete source of the combined work.
DEP-0319,APP-007,fastapi,5.4.2,AT_RISK,license_conflict,MEDIUM,,False,"LGPL-2.1 permits dynamic linking from proprietary code, but this dependency is statically linked — which triggers the copyleft obligation."
DEP-0320,APP-007,node-fetch,0.0.8,AT_RISK,license_conflict,CRITICAL,,False,AGPL-3.0 is network copyleft: merely SERVING this proprietary application to users triggers the obligation to publish the complete source of the combined work.
DEP-0321,APP-007,beautifulsoup4,4.10.11,CLEAN,none,NONE,,False,"GPL-3.0 is present, but this application is not distributed externally, so copyleft is never triggered. Accepted risk — document it."
DEP-0322,APP-007,commons-collections:commons-collections,0.16.0,AT_RISK,unmaintained,MEDIUM,,False,"commons-collections:commons-collections has had no release in 1271 days (~3 years) and has 1 maintainer(s). There is no known CVE today, but there is no process to fix one tomorrow. This is bus-factor risk."
DEP-0323,APP-007,commons-codec:commons-codec,1.6.3,AT_RISK,unmaintained,LOW,,False,"commons-codec:commons-codec has had no release in 1905 days (~5 years) and has 9 maintainer(s). There is no known CVE today, but there is no process to fix one tomorrow. This is bus-factor risk."
DEP-0324,APP-007,com.h2database:h2,2.1.2,AT_RISK,unmaintained,LOW,,False,"com.h2database:h2 has had no release in 1720 days (~4 years) and has 10 maintainer(s). There is no known CVE today, but there is no process to fix one tomorrow. This is bus-factor risk."
DEP-0325,APP-007,org.yaml:snakeyaml,1.8.1,AT_RISK,unmaintained,LOW,,False,"org.yaml:snakeyaml has had no release in 877 days (~2 years) and has 3 maintainer(s). There is no known CVE today, but there is no process to fix one tomorrow. This is bus-factor risk."
DEP-0326,APP-007,mysql:mysql-connector-java,0.2.12,AT_RISK,unmaintained,LOW,,False,"mysql:mysql-connector-java has had no release in 1866 days (~5 years) and has 20 maintainer(s). There is no known CVE today, but there is no process to fix one tomorrow. This is bus-factor risk."
DEP-0327,APP-007,org.springframework:spring-core,0.2.12,AT_RISK,unmaintained,LOW,,False,"org.springframework:spring-core has had no release in 1652 days (~4 years) and has 8 maintainer(s). There is no known CVE today, but there is no process to fix one tomorrow. This is bus-factor risk."
DEP-0328,APP-007,org.bouncycastle:bcprov-jdk15on,0.2.8,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0329,APP-007,ch.qos.logback:logback-classic,2.1.9,AT_RISK,transitive_vulnerability,HIGH,CVE-2020-1103;CVE-2021-1066;CVE-2025-1136,False,"ch.qos.logback:logback-classic@2.1.9 is affected by 3 known vulnerability(ies); the worst is CVE-2020-1103 (CVSS 8.8, HIGH). It is reached TRANSITIVELY via org.bouncycastle:bcprov-jdk15on, so it is invisible to any review of direct dependencies. A patch is available."
DEP-0330,APP-007,org.slf4j:slf4j-api,0.19.4,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0331,APP-007,org.springframework:spring-beans,3.4.0,AT_RISK,transitive_vulnerability,CRITICAL,CVE-2022-22965,False,"org.springframework:spring-beans@3.4.0 is affected by 1 known vulnerability(ies); the worst is CVE-2022-22965 (CVSS 9.8, CRITICAL). It is reached TRANSITIVELY via org.slf4j:slf4j-api, so it is invisible to any review of direct dependencies. A patch is available."
DEP-0332,APP-007,org.springframework:spring-web,4.6.9,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0333,APP-007,org.apache.struts:struts2-core,0.15.3,AT_RISK,transitive_vulnerability,HIGH,CVE-2022-1081,False,"org.apache.struts:struts2-core@0.15.3 is affected by 1 known vulnerability(ies); the worst is CVE-2022-1081 (CVSS 7.8, HIGH). It is reached TRANSITIVELY via org.springframework:spring-web, so it is invisible to any review of direct dependencies. A patch is available."
DEP-0334,APP-007,org.quartz-scheduler:quartz,5.0.2,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0335,APP-007,setuptools,5.0.12,CLEAN,none,NONE,,False,LGPL-3.0 dynamically linked and unmodified — fully compliant.
DEP-0336,APP-007,boto3,2.14.10,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0337,APP-007,certifi,0.2.10,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0338,APP-007,cryptography,0.12.9,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0339,APP-007,decode-uri-component,3.2.8,CLEAN,none,NONE,,False,LGPL-2.1 dynamically linked and unmodified — fully compliant.
DEP-0340,APP-007,nth-check,5.3.5,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0341,APP-007,tornado,2.8.0,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0342,APP-007,react-dom,1.2.7,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0343,APP-007,glob-parent,3.13.1,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0344,APP-007,lxml,0.20.5,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0345,APP-007,js-yaml,5.2.10,CLEAN,none,NONE,,False,LGPL-2.1 dynamically linked and unmodified — fully compliant.
DEP-0346,APP-007,semver-regex,1.18.7,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0347,APP-007,click,3.5.1,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0348,APP-007,paramiko,2.6.9,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0349,APP-007,certifi,3.16.4,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0350,APP-007,click,2.3.9,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0351,APP-008,urllib3,0.0.1,AT_RISK,vulnerable_dependency,MEDIUM,CVE-2021-33503,False,"urllib3@0.0.1 is affected by 1 known vulnerability(ies); the worst is CVE-2021-33503 (CVSS 5.3, MEDIUM). A patch is available."
DEP-0352,APP-008,pydantic,0.11.4,AT_RISK,vulnerable_dependency,HIGH,CVE-2019-1008;CVE-2023-1128;CVE-2025-1004,False,"pydantic@0.11.4 is affected by 3 known vulnerability(ies); the worst is CVE-2023-1128 (CVSS 7.4, HIGH). NO upstream patch exists — this library must be REPLACED, not upgraded."
DEP-0353,APP-008,jinja2,1.9.4,AT_RISK,vulnerable_dependency,HIGH,CVE-2021-1037;CVE-2021-1172;CVE-2025-1144,False,"jinja2@1.9.4 is affected by 3 known vulnerability(ies); the worst is CVE-2021-1037 (CVSS 8.8, HIGH). NO upstream patch exists — this library must be REPLACED, not upgraded."
DEP-0354,APP-008,django,2.8.6,AT_RISK,vulnerable_dependency,HIGH,CVE-2021-1097;CVE-2022-1135;CVE-2023-1041;CVE-2023-1092;CVE-2023-1098;CVE-2024-1171;CVE-2024-1184;CVE-2025-1035;CVE-2025-1149,False,"django@2.8.6 is affected by 9 known vulnerability(ies); the worst is CVE-2021-1097 (CVSS 8.7, HIGH). A patch is available."
DEP-0355,APP-008,scipy,1.3.5,AT_RISK,vulnerable_dependency,CRITICAL,CVE-2021-1045;CVE-2022-1132;CVE-2023-1069,False,"scipy@1.3.5 is affected by 3 known vulnerability(ies); the worst is CVE-2021-1045 (CVSS 9.2, CRITICAL). A patch is available."
DEP-0356,APP-008,pyyaml,3.2.4,AT_RISK,vulnerable_dependency,HIGH,CVE-2020-1018;CVE-2021-1006;CVE-2022-1085,False,"pyyaml@3.2.4 is affected by 3 known vulnerability(ies); the worst is CVE-2022-1085 (CVSS 7.9, HIGH). A patch is available."
DEP-0357,APP-008,numpy,2.4.5,CLEAN,none,NONE,,True,"numpy@2.4.5 falls inside the published affected range for CVE-2020-1050,CVE-2020-1109,CVE-2021-1009,CVE-2022-1070, BUT this build carries a backported fix. A naive version-matching scanner raises a FALSE POSITIVE here; it is not vulnerable."
DEP-0358,APP-008,sqlalchemy,1.5.0,AT_RISK,vulnerable_dependency,HIGH,CVE-2021-1125;CVE-2022-1161;CVE-2025-1034,False,"sqlalchemy@1.5.0 is affected by 3 known vulnerability(ies); the worst is CVE-2022-1161 (CVSS 7.1, HIGH). A patch is available."
DEP-0359,APP-008,redis,2.11.0,AT_RISK,vulnerable_dependency,MEDIUM,CVE-2025-1120,False,"redis@2.11.0 is affected by 1 known vulnerability(ies); the worst is CVE-2025-1120 (CVSS 6.9, MEDIUM). A patch is available."
DEP-0360,APP-008,flask,3.11.0,AT_RISK,vulnerable_dependency,HIGH,CVE-2022-1090,False,"flask@3.11.0 is affected by 1 known vulnerability(ies); the worst is CVE-2022-1090 (CVSS 7.6, HIGH). A patch is available."
DEP-0361,APP-008,tar,5.16.4,AT_RISK,license_conflict,MEDIUM,,False,"LGPL-3.0 permits dynamic linking from proprietary code, but this dependency is statically linked — which triggers the copyleft obligation."
DEP-0362,APP-008,shell-quote,4.17.3,AT_RISK,license_conflict,HIGH,,False,"No license is declared. Under copyright law that grants NO rights at all — the library may not lawfully be used, redistributed or modified."
DEP-0363,APP-008,starlette,1.8.9,AT_RISK,license_conflict,HIGH,,False,"No license is declared. Under copyright law that grants NO rights at all — the library may not lawfully be used, redistributed or modified."
DEP-0364,APP-008,fastapi,5.4.3,AT_RISK,license_conflict,MEDIUM,,False,"LGPL-2.1 permits dynamic linking from proprietary code, but this dependency is statically linked — which triggers the copyleft obligation."
DEP-0365,APP-008,org.quartz-scheduler:quartz,1.6.1,AT_RISK,license_conflict,MEDIUM,,False,"EPL-2.0 carries file-level copyleft: because we modified its files, those files must be released under the same license."
DEP-0366,APP-008,marked,1.3.12,AT_RISK,vulnerable_dependency,MEDIUM,CVE-2020-1116;CVE-2023-1094,False,"marked@1.3.12 is affected by 2 known vulnerability(ies); the worst is CVE-2023-1094 (CVSS 5.6, MEDIUM). NO upstream patch exists — this library must be REPLACED, not upgraded."
DEP-0367,APP-008,org.hibernate:hibernate-core,1.16.12,CLEAN,none,NONE,,False,"GPL-2.0 is present, but this application is not distributed externally, so copyleft is never triggered. Accepted risk — document it."
DEP-0368,APP-008,protobuf,0.3.7,AT_RISK,unmaintained,LOW,,False,"protobuf has had no release in 1019 days (~2 years) and has 14 maintainer(s). There is no known CVE today, but there is no process to fix one tomorrow. This is bus-factor risk."
DEP-0369,APP-008,aiohttp,0.16.8,AT_RISK,unmaintained,LOW,,False,"aiohttp has had no release in 891 days (~2 years) and has 12 maintainer(s). There is no known CVE today, but there is no process to fix one tomorrow. This is bus-factor risk."
DEP-0370,APP-008,httpx,2.20.1,AT_RISK,unmaintained,LOW,,False,"httpx has had no release in 1304 days (~3 years) and has 20 maintainer(s). There is no known CVE today, but there is no process to fix one tomorrow. This is bus-factor risk."
DEP-0371,APP-008,pandas,2.17.1,AT_RISK,unmaintained,LOW,,False,"pandas has had no release in 1294 days (~3 years) and has 22 maintainer(s). There is no known CVE today, but there is no process to fix one tomorrow. This is bus-factor risk."
DEP-0372,APP-008,pycrypto,1.18.6,AT_RISK,unmaintained,MEDIUM,,False,"pycrypto has had no release in 1380 days (~3 years) and has 1 maintainer(s). There is no known CVE today, but there is no process to fix one tomorrow. This is bus-factor risk."
DEP-0373,APP-008,pip,0.10.5,AT_RISK,unmaintained,LOW,,False,"pip has had no release in 979 days (~2 years) and has 16 maintainer(s). There is no known CVE today, but there is no process to fix one tomorrow. This is bus-factor risk."
DEP-0374,APP-008,boto3,5.4.0,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0375,APP-008,matplotlib,3.1.8,AT_RISK,transitive_vulnerability,MEDIUM,CVE-2019-1157;CVE-2021-1112;CVE-2023-1053;CVE-2024-1151,False,"matplotlib@3.1.8 is affected by 4 known vulnerability(ies); the worst is CVE-2024-1151 (CVSS 6.7, MEDIUM). It is reached TRANSITIVELY via boto3, so it is invisible to any review of direct dependencies. A patch is available."
DEP-0376,APP-008,click,3.10.10,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0377,APP-008,werkzeug,2.6.0,AT_RISK,transitive_vulnerability,HIGH,CVE-2020-1051;CVE-2022-1082;CVE-2022-1113;CVE-2023-1002;CVE-2023-1173,False,"werkzeug@2.6.0 is affected by 5 known vulnerability(ies); the worst is CVE-2022-1113 (CVSS 8.8, HIGH). It is reached TRANSITIVELY via click, so it is invisible to any review of direct dependencies. A patch is available."
DEP-0378,APP-008,lxml,1.9.8,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0379,APP-008,scikit-learn,1.2.9,AT_RISK,transitive_vulnerability,MEDIUM,CVE-2023-1117,False,"scikit-learn@1.2.9 is affected by 1 known vulnerability(ies); the worst is CVE-2023-1117 (CVSS 6.8, MEDIUM). It is reached TRANSITIVELY via lxml, so it is invisible to any review of direct dependencies. A patch is available."
DEP-0380,APP-008,paramiko,0.13.5,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0381,APP-008,idna,1.8.5,AT_RISK,transitive_vulnerability,HIGH,CVE-2019-1065;CVE-2024-1007;CVE-2025-1130,False,"idna@1.8.5 is affected by 3 known vulnerability(ies); the worst is CVE-2025-1130 (CVSS 7.0, HIGH). It is reached TRANSITIVELY via paramiko, so it is invisible to any review of direct dependencies. NO upstream patch exists — this library must be REPLACED, not upgraded."
DEP-0382,APP-008,cryptography,1.7.4,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0383,APP-008,chardet,4.3.5,AT_RISK,transitive_vulnerability,HIGH,CVE-2021-1063;CVE-2021-1080;CVE-2021-1121;CVE-2021-1146;CVE-2021-1178;CVE-2023-1014,False,"chardet@4.3.5 is affected by 6 known vulnerability(ies); the worst is CVE-2021-1080 (CVSS 7.7, HIGH). It is reached TRANSITIVELY via cryptography, so it is invisible to any review of direct dependencies. A patch is available."
DEP-0384,APP-008,certifi,3.5.8,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0385,APP-008,setuptools,0.2.4,CLEAN,none,NONE,,False,LGPL-3.0 dynamically linked and unmodified — fully compliant.
DEP-0386,APP-008,tornado,2.7.5,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0387,APP-008,org.bouncycastle:bcprov-jdk15on,0.19.1,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0388,APP-008,nth-check,5.7.6,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0389,APP-008,react-dom,4.18.3,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0390,APP-008,org.slf4j:slf4j-api,2.4.0,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0391,APP-008,org.springframework.boot:spring-boot-starter-logging,1.20.6,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0392,APP-008,org.springframework:spring-web,2.15.4,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0393,APP-008,org.apache.logging.log4j:log4j-api,4.19.8,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0394,APP-008,semver-regex,2.7.4,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0395,APP-008,decode-uri-component,4.13.6,CLEAN,none,NONE,,False,LGPL-2.1 dynamically linked and unmodified — fully compliant.
DEP-0396,APP-008,js-yaml,1.20.5,CLEAN,none,NONE,,False,LGPL-2.1 dynamically linked and unmodified — fully compliant.
DEP-0397,APP-008,glob-parent,1.14.2,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
DEP-0398,APP-008,org.bouncycastle:bcprov-jdk15on,0.8.0,CLEAN,none,NONE,,False,"No known vulnerabilities, compatible license, actively maintained."
