dependency_id,app_id,app_name,library_name,version,ecosystem,license,dependency_type,parent_library,depth,last_updated,maintainer_count,has_security_policy,repo_stars,patched_in_build,vulnerable_function_used,linkage,modified_by_us
DEP-0347,APP-007,KYC-DocumentService,click,3.5.1,pypi,PSF-2.0,transitive,,1,2026-04-25,16,True,4407,False,False,dynamic,False
DEP-0348,APP-007,KYC-DocumentService,paramiko,2.6.9,pypi,Apache-2.0,transitive,,1,2026-06-16,15,True,13744,False,True,dynamic,False
DEP-0349,APP-007,KYC-DocumentService,certifi,3.16.4,pypi,Unlicense,transitive,,1,2026-05-04,21,True,6641,False,False,dynamic,False
DEP-0350,APP-007,KYC-DocumentService,click,2.3.9,pypi,PSF-2.0,transitive,,1,2026-04-25,16,True,4407,False,True,dynamic,False
DEP-0351,APP-008,InternalAnalytics-Dash,urllib3,0.0.1,pypi,MIT,direct,,1,2026-05-21,14,True,31249,False,False,dynamic,False
DEP-0352,APP-008,InternalAnalytics-Dash,pydantic,0.11.4,pypi,EPL-2.0,direct,,1,2026-01-20,13,True,5834,False,True,dynamic,False
DEP-0353,APP-008,InternalAnalytics-Dash,jinja2,1.9.4,pypi,GPL-3.0,direct,,1,2026-04-27,5,True,43934,False,False,dynamic,False
DEP-0354,APP-008,InternalAnalytics-Dash,django,2.8.6,pypi,ISC,direct,,1,2023-03-02,25,False,3662,False,True,dynamic,False
DEP-0355,APP-008,InternalAnalytics-Dash,scipy,1.3.5,pypi,LGPL-3.0,direct,,1,2022-05-14,22,False,29827,False,True,dynamic,False
DEP-0356,APP-008,InternalAnalytics-Dash,pyyaml,3.2.4,pypi,PSF-2.0,direct,,1,2025-11-03,17,True,45303,False,False,dynamic,False
DEP-0357,APP-008,InternalAnalytics-Dash,numpy,2.4.5,pypi,GPL-2.0,direct,,1,2026-06-03,18,True,18283,True,True,dynamic,False
DEP-0358,APP-008,InternalAnalytics-Dash,sqlalchemy,1.5.0,pypi,EPL-2.0,direct,,1,2025-06-12,20,True,55133,False,True,dynamic,False
DEP-0359,APP-008,InternalAnalytics-Dash,redis,2.11.0,pypi,PSF-2.0,direct,,1,2022-09-27,16,False,44532,False,True,dynamic,False
DEP-0360,APP-008,InternalAnalytics-Dash,flask,3.11.0,pypi,GPL-3.0,direct,,1,2023-02-10,4,False,43748,False,False,dynamic,False
DEP-0361,APP-008,InternalAnalytics-Dash,tar,5.16.4,npm,LGPL-3.0,transitive,,1,2026-03-02,16,True,31768,False,True,static,True
DEP-0362,APP-008,InternalAnalytics-Dash,shell-quote,4.17.3,npm,UNKNOWN,transitive,,1,2024-01-24,2,False,27391,False,True,dynamic,False
DEP-0363,APP-008,InternalAnalytics-Dash,starlette,1.8.9,pypi,UNKNOWN,transitive,,1,2026-04-09,18,True,4362,False,True,static,False
DEP-0364,APP-008,InternalAnalytics-Dash,fastapi,5.4.3,pypi,LGPL-2.1,direct,,1,2026-06-22,25,True,37660,False,True,static,True
DEP-0365,APP-008,InternalAnalytics-Dash,org.quartz-scheduler:quartz,1.6.1,maven,EPL-2.0,direct,,1,2026-04-12,3,False,39678,False,True,static,True
DEP-0366,APP-008,InternalAnalytics-Dash,marked,1.3.12,npm,EPL-2.0,direct,,1,2025-10-30,17,True,30861,False,True,static,True
DEP-0367,APP-008,InternalAnalytics-Dash,org.hibernate:hibernate-core,1.16.12,maven,GPL-2.0,direct,,1,2026-04-08,8,True,27723,False,False,dynamic,False
DEP-0368,APP-008,InternalAnalytics-Dash,protobuf,0.3.7,pypi,MIT,transitive,,1,2023-09-26,14,False,2839,False,False,dynamic,False
DEP-0369,APP-008,InternalAnalytics-Dash,aiohttp,0.16.8,pypi,Apache-2.0,transitive,,1,2024-02-01,12,False,57099,False,True,dynamic,False
DEP-0370,APP-008,InternalAnalytics-Dash,httpx,2.20.1,pypi,MPL-2.0,transitive,,1,2022-12-15,20,False,10334,False,False,dynamic,False
DEP-0371,APP-008,InternalAnalytics-Dash,pandas,2.17.1,pypi,PSF-2.0,transitive,,1,2022-12-25,22,False,58570,False,False,dynamic,False
DEP-0372,APP-008,InternalAnalytics-Dash,pycrypto,1.18.6,pypi,BSD-3-Clause,transitive,,1,2022-09-30,1,False,10905,False,True,dynamic,False
DEP-0373,APP-008,InternalAnalytics-Dash,pip,0.10.5,pypi,ISC,transitive,,1,2023-11-05,16,False,7117,False,True,dynamic,False
DEP-0374,APP-008,InternalAnalytics-Dash,boto3,5.4.0,pypi,MPL-2.0,direct,,1,2026-04-24,8,True,50015,False,False,dynamic,False
DEP-0375,APP-008,InternalAnalytics-Dash,matplotlib,3.1.8,pypi,BSD-2-Clause,transitive,boto3,2,2021-08-21,4,False,31819,False,True,dynamic,False
DEP-0376,APP-008,InternalAnalytics-Dash,click,3.10.10,pypi,PSF-2.0,direct,,1,2026-04-25,16,True,4407,False,False,dynamic,False
DEP-0377,APP-008,InternalAnalytics-Dash,werkzeug,2.6.0,pypi,GPL-3.0,transitive,click,2,2025-11-15,22,True,23236,False,False,dynamic,False
DEP-0378,APP-008,InternalAnalytics-Dash,lxml,1.9.8,pypi,BSD-3-Clause,direct,,1,2026-06-18,16,True,14213,False,False,dynamic,False
DEP-0379,APP-008,InternalAnalytics-Dash,scikit-learn,1.2.9,pypi,BSD-3-Clause,transitive,lxml,2,2025-09-22,16,True,15769,False,True,dynamic,False
DEP-0380,APP-008,InternalAnalytics-Dash,paramiko,0.13.5,pypi,Apache-2.0,direct,,1,2026-06-16,15,True,13744,False,False,dynamic,False
DEP-0381,APP-008,InternalAnalytics-Dash,idna,1.8.5,pypi,BSD-2-Clause,transitive,paramiko,2,2026-07-03,22,True,30052,False,True,dynamic,False
DEP-0382,APP-008,InternalAnalytics-Dash,cryptography,1.7.4,pypi,MIT,direct,,1,2026-02-13,13,True,36539,False,False,dynamic,False
DEP-0383,APP-008,InternalAnalytics-Dash,chardet,4.3.5,pypi,PSF-2.0,transitive,cryptography,2,2021-10-07,1,False,20291,False,False,dynamic,False
DEP-0384,APP-008,InternalAnalytics-Dash,certifi,3.5.8,pypi,Unlicense,transitive,,1,2026-05-04,21,True,6641,False,True,dynamic,False
DEP-0385,APP-008,InternalAnalytics-Dash,setuptools,0.2.4,pypi,LGPL-3.0,direct,,1,2026-05-20,20,True,36736,False,False,dynamic,False
DEP-0386,APP-008,InternalAnalytics-Dash,tornado,2.7.5,pypi,MPL-2.0,transitive,,1,2026-04-07,7,True,2754,False,True,dynamic,False
DEP-0387,APP-008,InternalAnalytics-Dash,org.bouncycastle:bcprov-jdk15on,0.19.1,maven,ISC,direct,,1,2026-05-19,11,True,54756,False,True,dynamic,False
DEP-0388,APP-008,InternalAnalytics-Dash,nth-check,5.7.6,npm,Unlicense,direct,,1,2025-06-25,7,True,42750,False,False,dynamic,False
DEP-0389,APP-008,InternalAnalytics-Dash,react-dom,4.18.3,npm,PSF-2.0,transitive,,1,2026-01-22,7,True,2834,False,True,dynamic,False
DEP-0390,APP-008,InternalAnalytics-Dash,org.slf4j:slf4j-api,2.4.0,maven,PSF-2.0,direct,,1,2026-04-02,7,True,24582,False,True,dynamic,False
DEP-0391,APP-008,InternalAnalytics-Dash,org.springframework.boot:spring-boot-starter-logging,1.20.6,maven,Apache-2.0,transitive,,1,2024-11-17,24,True,26390,False,True,dynamic,False
DEP-0392,APP-008,InternalAnalytics-Dash,org.springframework:spring-web,2.15.4,maven,Apache-2.0,transitive,,1,2026-05-17,22,True,37544,False,False,dynamic,False
DEP-0393,APP-008,InternalAnalytics-Dash,org.apache.logging.log4j:log4j-api,4.19.8,maven,Apache-2.0,transitive,,1,2025-12-12,22,True,3888,False,True,dynamic,False
DEP-0394,APP-008,InternalAnalytics-Dash,semver-regex,2.7.4,npm,BSD-2-Clause,transitive,,1,2026-04-18,18,True,4945,False,False,dynamic,False
DEP-0395,APP-008,InternalAnalytics-Dash,decode-uri-component,4.13.6,npm,LGPL-2.1,transitive,,1,2026-06-18,18,True,5334,False,True,dynamic,False
DEP-0396,APP-008,InternalAnalytics-Dash,js-yaml,1.20.5,npm,LGPL-2.1,direct,,1,2026-05-17,17,True,52694,False,False,dynamic,False
DEP-0397,APP-008,InternalAnalytics-Dash,glob-parent,1.14.2,npm,Unlicense,direct,,1,2024-12-20,9,True,30870,False,True,dynamic,False
DEP-0398,APP-008,InternalAnalytics-Dash,org.bouncycastle:bcprov-jdk15on,0.8.0,maven,ISC,transitive,,1,2026-05-19,11,True,54756,False,False,dynamic,False
DEP-0399,APP-008,InternalAnalytics-Dash,org.springframework.boot:spring-boot-starter-logging,0.17.8,maven,Apache-2.0,direct,,1,2024-11-17,24,True,26390,False,True,dynamic,False
DEP-0400,APP-008,InternalAnalytics-Dash,boto3,5.11.11,pypi,MPL-2.0,direct,,1,2026-04-24,8,True,50015,False,False,dynamic,False
DEP-0401,APP-009,DevOps-Toolchain,body-parser,0.5.2,npm,LGPL-2.1,direct,,1,2023-06-14,12,False,37262,False,True,dynamic,False
DEP-0402,APP-009,DevOps-Toolchain,async,1.4.8,npm,EPL-2.0,direct,,1,2023-07-30,25,False,3348,True,True,dynamic,False
DEP-0403,APP-009,DevOps-Toolchain,left-pad,1.14.1,npm,ISC,direct,,1,2023-05-10,1,False,15934,False,False,dynamic,False
DEP-0404,APP-009,DevOps-Toolchain,axios,2.0.4,npm,MIT,direct,,1,2023-12-31,5,False,12662,False,False,dynamic,False
DEP-0405,APP-009,DevOps-Toolchain,serialize-javascript,1.8.9,npm,LGPL-3.0,direct,,1,2026-06-11,22,True,35022,False,True,dynamic,False
DEP-0406,APP-009,DevOps-Toolchain,lodash,2.15.9,npm,MIT,direct,,1,2026-06-17,21,True,55210,False,False,dynamic,False
DEP-0407,APP-009,DevOps-Toolchain,tar,0.10.1,npm,LGPL-3.0,direct,,1,2026-03-02,16,True,31768,False,False,dynamic,False
DEP-0408,APP-009,DevOps-Toolchain,webpack,3.15.6,npm,AGPL-3.0,direct,,1,2026-04-07,9,True,49821,False,True,dynamic,False
DEP-0409,APP-009,DevOps-Toolchain,handlebars,2.7.3,npm,GPL-2.0,direct,,1,2021-01-26,23,False,40673,False,False,dynamic,False
DEP-0410,APP-009,DevOps-Toolchain,babel-core,4.6.2,npm,BSD-3-Clause,direct,,1,2026-02-20,20,True,29504,False,True,dynamic,False
DEP-0411,APP-009,DevOps-Toolchain,pydantic,0.1.5,pypi,EPL-2.0,transitive,,1,2026-01-20,13,True,5834,False,True,static,True
DEP-0412,APP-009,DevOps-Toolchain,js-yaml,2.18.5,npm,LGPL-2.1,transitive,,1,2026-05-17,17,True,52694,False,True,static,True
DEP-0413,APP-009,DevOps-Toolchain,flatmap-stream,5.18.12,npm,LGPL-3.0,direct,,1,2021-02-08,1,False,21533,False,False,static,True
DEP-0414,APP-009,DevOps-Toolchain,org.quartz-scheduler:quartz,3.6.12,maven,EPL-2.0,direct,,1,2026-04-12,3,False,39678,False,False,static,True
DEP-0415,APP-009,DevOps-Toolchain,marked,0.4.0,npm,EPL-2.0,direct,,1,2025-10-30,17,True,30861,False,True,static,True
DEP-0416,APP-009,DevOps-Toolchain,sqlalchemy,6.17.2,pypi,EPL-2.0,direct,,1,2025-06-12,20,True,55133,False,True,static,True
DEP-0417,APP-009,DevOps-Toolchain,ansi-regex,1.13.0,npm,GPL-2.0,direct,,1,2026-06-15,3,False,1233,False,True,dynamic,False
DEP-0418,APP-009,DevOps-Toolchain,event-stream,0.10.5,npm,BSD-2-Clause,transitive,,1,2023-11-27,1,False,7586,False,True,dynamic,False
DEP-0419,APP-009,DevOps-Toolchain,jsonwebtoken,5.9.6,npm,Unlicense,transitive,,1,2023-12-04,5,False,58263,False,False,dynamic,False
DEP-0420,APP-009,DevOps-Toolchain,xmldom,2.3.2,npm,Unlicense,transitive,,1,2023-05-22,1,False,48221,False,True,dynamic,False
DEP-0421,APP-009,DevOps-Toolchain,ws,3.13.8,npm,Apache-2.0,transitive,,1,2023-02-10,19,False,20568,False,True,dynamic,False
DEP-0422,APP-009,DevOps-Toolchain,express,3.16.6,npm,Apache-2.0,direct,,1,2021-09-12,3,False,11045,False,True,dynamic,False
DEP-0423,APP-009,DevOps-Toolchain,underscore,3.0.11,npm,Apache-2.0,direct,,1,2024-05-24,1,False,56773,False,True,dynamic,False
DEP-0424,APP-009,DevOps-Toolchain,decode-uri-component,3.20.7,npm,LGPL-2.1,direct,,1,2026-06-18,18,True,5334,False,False,dynamic,False
DEP-0425,APP-009,DevOps-Toolchain,socket.io,2.12.6,npm,Apache-2.0,transitive,decode-uri-component,2,2025-11-21,2,False,8501,False,True,dynamic,False
DEP-0426,APP-009,DevOps-Toolchain,react-dom,2.16.2,npm,PSF-2.0,direct,,1,2026-01-22,7,True,2834,False,False,dynamic,False
DEP-0427,APP-009,DevOps-Toolchain,shell-quote,0.2.3,npm,UNKNOWN,transitive,react-dom,2,2024-01-24,2,False,27391,False,False,dynamic,False
DEP-0428,APP-009,DevOps-Toolchain,semver-regex,0.19.12,npm,BSD-2-Clause,direct,,1,2026-04-18,18,True,4945,False,False,dynamic,False
DEP-0429,APP-009,DevOps-Toolchain,minimist,0.13.5,npm,Apache-2.0,transitive,semver-regex,2,2026-05-24,18,True,10682,False,False,dynamic,False
DEP-0430,APP-009,DevOps-Toolchain,nth-check,1.1.12,npm,Unlicense,direct,,1,2025-06-25,7,True,42750,False,False,dynamic,False
DEP-0431,APP-009,DevOps-Toolchain,cookie-parser,2.12.3,npm,MPL-2.0,transitive,nth-check,2,2024-12-19,9,True,19387,False,False,dynamic,False
DEP-0432,APP-009,DevOps-Toolchain,glob-parent,1.12.2,npm,Unlicense,direct,,1,2024-12-20,9,True,30870,False,False,dynamic,False
DEP-0433,APP-009,DevOps-Toolchain,vm2,0.15.8,npm,MIT,transitive,glob-parent,2,2026-02-01,7,True,57359,False,False,dynamic,False
DEP-0434,APP-009,DevOps-Toolchain,tornado,2.0.3,pypi,MPL-2.0,direct,,1,2026-04-07,7,True,2754,False,False,dynamic,False
DEP-0435,APP-009,DevOps-Toolchain,click,2.0.3,pypi,PSF-2.0,transitive,,1,2026-04-25,16,True,4407,False,False,dynamic,False
DEP-0436,APP-009,DevOps-Toolchain,org.springframework.boot:spring-boot-starter-logging,4.14.0,maven,Apache-2.0,transitive,,1,2024-11-17,24,True,26390,False,False,dynamic,False
DEP-0437,APP-009,DevOps-Toolchain,lxml,5.7.2,pypi,BSD-3-Clause,direct,,1,2026-06-18,16,True,14213,False,False,dynamic,False
DEP-0438,APP-009,DevOps-Toolchain,org.springframework:spring-web,0.10.5,maven,Apache-2.0,direct,,1,2026-05-17,22,True,37544,False,True,dynamic,False
DEP-0439,APP-009,DevOps-Toolchain,org.bouncycastle:bcprov-jdk15on,1.12.11,maven,ISC,transitive,,1,2026-05-19,11,True,54756,False,False,dynamic,False
DEP-0440,APP-009,DevOps-Toolchain,setuptools,3.15.12,pypi,LGPL-3.0,direct,,1,2026-05-20,20,True,36736,False,False,dynamic,False
DEP-0441,APP-009,DevOps-Toolchain,org.slf4j:slf4j-api,4.14.7,maven,PSF-2.0,direct,,1,2026-04-02,7,True,24582,False,True,dynamic,False
DEP-0442,APP-009,DevOps-Toolchain,paramiko,3.19.11,pypi,Apache-2.0,direct,,1,2026-06-16,15,True,13744,False,False,dynamic,False
DEP-0443,APP-009,DevOps-Toolchain,boto3,0.0.7,pypi,MPL-2.0,direct,,1,2026-04-24,8,True,50015,False,False,dynamic,False
DEP-0444,APP-009,DevOps-Toolchain,certifi,0.8.4,pypi,Unlicense,direct,,1,2026-05-04,21,True,6641,False,True,dynamic,False
DEP-0445,APP-009,DevOps-Toolchain,cryptography,3.2.7,pypi,MIT,direct,,1,2026-02-13,13,True,36539,False,True,dynamic,False
DEP-0446,APP-009,DevOps-Toolchain,org.apache.logging.log4j:log4j-api,3.19.1,maven,Apache-2.0,direct,,1,2025-12-12,22,True,3888,False,True,dynamic,False
DEP-0447,APP-009,DevOps-Toolchain,org.springframework:spring-web,4.9.9,maven,Apache-2.0,direct,,1,2026-05-17,22,True,37544,False,True,dynamic,False
DEP-0448,APP-009,DevOps-Toolchain,setuptools,0.17.8,pypi,LGPL-3.0,direct,,1,2026-05-20,20,True,36736,False,True,dynamic,False
DEP-0449,APP-009,DevOps-Toolchain,setuptools,3.19.10,pypi,LGPL-3.0,direct,,1,2026-05-20,20,True,36736,False,True,dynamic,False
DEP-0450,APP-009,DevOps-Toolchain,org.slf4j:slf4j-api,5.0.12,maven,PSF-2.0,transitive,,1,2026-04-02,7,True,24582,False,True,dynamic,False
DEP-0451,APP-010,LegacyLoans-Core,org.springframework.boot:spring-boot-starter-web,2.5.4,maven,Apache-2.0,direct,,1,2026-04-15,11,True,55198,False,False,dynamic,False
DEP-0452,APP-010,LegacyLoans-Core,org.springframework.boot:spring-boot-starter-logging,2.5.4,maven,Apache-2.0,transitive,org.springframework.boot:spring-boot-starter-web,2,2024-11-17,24,True,26390,False,False,dynamic,False
DEP-0453,APP-010,LegacyLoans-Core,org.apache.logging.log4j:log4j-core,2.14.1,maven,Apache-2.0,transitive,org.springframework.boot:spring-boot-starter-logging,3,2023-10-13,8,False,544,False,True,dynamic,False
DEP-0454,APP-010,LegacyLoans-Core,org.apache.logging.log4j:log4j-api,2.14.1,maven,Apache-2.0,transitive,org.springframework.boot:spring-boot-starter-logging,3,2025-12-12,22,True,3888,False,False,dynamic,False
DEP-0455,APP-010,LegacyLoans-Core,com.fasterxml.jackson.core:jackson-core,3.6.9,maven,LGPL-2.1,direct,,1,2023-05-07,11,False,43199,False,False,dynamic,False
DEP-0456,APP-010,LegacyLoans-Core,io.netty:netty-handler,4.11.7,maven,Apache-2.0,direct,,1,2025-10-29,20,True,25535,False,False,dynamic,False
DEP-0457,APP-010,LegacyLoans-Core,ch.qos.logback:logback-classic,1.7.5,maven,BSD-3-Clause,direct,,1,2026-03-08,2,False,33775,True,True,dynamic,False
DEP-0458,APP-010,LegacyLoans-Core,xerces:xercesImpl,2.15.5,maven,Unlicense,direct,,1,2022-07-19,1,False,42387,False,True,dynamic,False
DEP-0459,APP-010,LegacyLoans-Core,io.jsonwebtoken:jjwt,2.0.0,maven,AGPL-3.0,direct,,1,2025-06-02,5,True,54696,False,True,dynamic,False
DEP-0460,APP-010,LegacyLoans-Core,org.springframework:spring-beans,3.3.4,maven,Apache-2.0,direct,,1,2026-06-24,15,True,46164,False,True,dynamic,False
DEP-0461,APP-010,LegacyLoans-Core,org.apache.struts:struts2-core,2.2.7,maven,Apache-2.0,direct,,1,2021-10-24,1,False,12623,False,True,dynamic,False
DEP-0462,APP-010,LegacyLoans-Core,org.apache.commons:commons-text,1.8.2,maven,Apache-2.0,direct,,1,2024-05-18,13,False,5506,False,False,dynamic,False
DEP-0463,APP-010,LegacyLoans-Core,org.thymeleaf:thymeleaf,2.4.7,maven,BSD-2-Clause,direct,,1,2023-07-16,25,False,50452,True,True,dynamic,False
DEP-0464,APP-010,LegacyLoans-Core,com.google.guava:guava,5.10.8,maven,BSD-2-Clause,direct,,1,2023-03-04,12,False,19129,True,False,dynamic,False
DEP-0465,APP-010,LegacyLoans-Core,commons-io:commons-io,2.13.2,maven,UNKNOWN,direct,,1,2023-10-28,13,False,4103,False,False,dynamic,False
DEP-0466,APP-010,LegacyLoans-Core,httpx,5.4.0,pypi,MPL-2.0,direct,,1,2022-12-15,20,False,10334,False,False,static,True
DEP-0467,APP-010,LegacyLoans-Core,boto3,1.14.0,pypi,MPL-2.0,direct,,1,2026-04-24,8,True,50015,False,True,static,True
DEP-0468,APP-010,LegacyLoans-Core,webpack,6.16.2,npm,AGPL-3.0,direct,,1,2026-04-07,9,True,49821,False,True,dynamic,False
DEP-0469,APP-010,LegacyLoans-Core,tar,5.18.3,npm,LGPL-3.0,transitive,,1,2026-03-02,16,True,31768,False,False,static,True
DEP-0470,APP-010,LegacyLoans-Core,shell-quote,4.18.5,npm,UNKNOWN,direct,,1,2024-01-24,2,False,27391,False,False,static,False
DEP-0471,APP-010,LegacyLoans-Core,react,5.0.6,npm,GPL-2.0,direct,,1,2023-05-24,25,False,125,False,True,dynamic,False
DEP-0472,APP-010,LegacyLoans-Core,commons-collections:commons-collections,0.8.3,maven,BSD-3-Clause,transitive,,1,2023-01-17,1,False,23963,False,False,dynamic,False
DEP-0473,APP-010,LegacyLoans-Core,org.yaml:snakeyaml,2.1.1,maven,MIT,transitive,,1,2024-02-15,3,False,28486,False,True,dynamic,False
DEP-0474,APP-010,LegacyLoans-Core,mysql:mysql-connector-java,0.15.6,maven,Apache-2.0,direct,,1,2021-06-01,20,False,28872,False,False,dynamic,False
DEP-0475,APP-010,LegacyLoans-Core,com.h2database:h2,3.8.3,maven,PSF-2.0,transitive,,1,2021-10-25,10,False,8159,False,False,dynamic,False
DEP-0476,APP-010,LegacyLoans-Core,commons-codec:commons-codec,3.12.4,maven,BSD-3-Clause,transitive,,1,2021-04-23,9,False,42240,False,False,dynamic,False
DEP-0477,APP-010,LegacyLoans-Core,org.springframework:spring-core,4.16.1,maven,Apache-2.0,direct,,1,2022-01-01,8,False,48031,False,False,dynamic,False
DEP-0478,APP-010,LegacyLoans-Core,org.quartz-scheduler:quartz,5.6.1,maven,EPL-2.0,direct,,1,2026-04-12,3,False,39678,False,False,dynamic,False
DEP-0479,APP-010,LegacyLoans-Core,com.fasterxml.jackson.core:jackson-databind,2.5.9,maven,Apache-2.0,transitive,org.quartz-scheduler:quartz,2,2023-04-25,19,False,20278,False,False,dynamic,False
DEP-0480,APP-010,LegacyLoans-Core,org.slf4j:slf4j-api,0.13.11,maven,PSF-2.0,direct,,1,2026-04-02,7,True,24582,False,False,dynamic,False
DEP-0481,APP-010,LegacyLoans-Core,org.hibernate:hibernate-core,2.6.5,maven,GPL-2.0,transitive,org.slf4j:slf4j-api,2,2026-04-08,8,True,27723,False,True,dynamic,False
DEP-0482,APP-010,LegacyLoans-Core,org.bouncycastle:bcprov-jdk15on,1.2.7,maven,ISC,direct,,1,2026-05-19,11,True,54756,False,False,dynamic,False
DEP-0483,APP-010,LegacyLoans-Core,org.dom4j:dom4j,0.2.3,maven,BSD-3-Clause,transitive,org.bouncycastle:bcprov-jdk15on,2,2021-05-24,1,False,44458,False,True,dynamic,False
DEP-0484,APP-010,LegacyLoans-Core,org.springframework:spring-web,3.15.12,maven,Apache-2.0,direct,,1,2026-05-17,22,True,37544,False,True,dynamic,False
DEP-0485,APP-010,LegacyLoans-Core,decode-uri-component,3.11.0,npm,LGPL-2.1,direct,,1,2026-06-18,18,True,5334,False,True,dynamic,False
DEP-0486,APP-010,LegacyLoans-Core,js-yaml,3.20.11,npm,LGPL-2.1,direct,,1,2026-05-17,17,True,52694,False,True,dynamic,False
DEP-0487,APP-010,LegacyLoans-Core,certifi,1.2.4,pypi,Unlicense,direct,,1,2026-05-04,21,True,6641,False,False,dynamic,False
DEP-0488,APP-010,LegacyLoans-Core,lxml,1.18.8,pypi,BSD-3-Clause,transitive,,1,2026-06-18,16,True,14213,False,False,dynamic,False
DEP-0489,APP-010,LegacyLoans-Core,tornado,3.4.5,pypi,MPL-2.0,direct,,1,2026-04-07,7,True,2754,False,True,dynamic,False
DEP-0490,APP-010,LegacyLoans-Core,semver-regex,5.4.4,npm,BSD-2-Clause,direct,,1,2026-04-18,18,True,4945,False,True,dynamic,False
DEP-0491,APP-010,LegacyLoans-Core,nth-check,0.14.3,npm,Unlicense,transitive,,1,2025-06-25,7,True,42750,False,False,dynamic,False
DEP-0492,APP-010,LegacyLoans-Core,setuptools,3.9.12,pypi,LGPL-3.0,direct,,1,2026-05-20,20,True,36736,False,True,dynamic,False
DEP-0493,APP-010,LegacyLoans-Core,glob-parent,2.11.11,npm,Unlicense,direct,,1,2024-12-20,9,True,30870,False,False,dynamic,False
DEP-0494,APP-010,LegacyLoans-Core,cryptography,5.20.4,pypi,MIT,direct,,1,2026-02-13,13,True,36539,False,False,dynamic,False
DEP-0495,APP-010,LegacyLoans-Core,click,0.3.0,pypi,PSF-2.0,transitive,,1,2026-04-25,16,True,4407,False,False,dynamic,False
DEP-0496,APP-010,LegacyLoans-Core,react-dom,4.20.1,npm,PSF-2.0,transitive,,1,2026-01-22,7,True,2834,False,True,dynamic,False
DEP-0497,APP-010,LegacyLoans-Core,paramiko,4.11.10,pypi,Apache-2.0,transitive,,1,2026-06-16,15,True,13744,False,True,dynamic,False
DEP-0498,APP-010,LegacyLoans-Core,paramiko,3.8.11,pypi,Apache-2.0,direct,,1,2026-06-16,15,True,13744,False,True,dynamic,False
DEP-0499,APP-010,LegacyLoans-Core,cryptography,1.1.12,pypi,MIT,direct,,1,2026-02-13,13,True,36539,False,False,dynamic,False
DEP-0500,APP-010,LegacyLoans-Core,js-yaml,1.20.8,npm,LGPL-2.1,direct,,1,2026-05-17,17,True,52694,False,False,dynamic,False
